UserName,Review Text,Rating
Hasan Al mas'ud,"Tolong developer lagu yang aku cari gak ada dulu pernah ada tapi habis di update malah ilang lagunya. padahal, lagunya terkenal umum tapi kok di Ig, lagunya gak ada??",2
Deni 113,"Jaringan bagus, tapi upload story ig hampir satu jam stuck di 90%, di coba hapus dan upload ulang tetap sama, di batas 90%, siklusnya gitu terus.",1
Shelly Lusiana,Ntah lah menurut saya ig makin kesini makin gak bagus awal nya suka banget bikin video dri ig berhubung kamera ig di hp saya gak bisa di gunakan ya jdi males aja buka2 ig lagi selain nonton berita terupdate.,1
Vynna Nurhayati,"Kenapa filter nya suka susah di pake,padahal dah ngeupdate beberapa kali dah di uninstal trs instal lagi bru bisa ke pake filter nya eh bebrapa minggu kemudian gk bisa lagi,tolong di perbaiki",3
make Imeng,"Banyak bug misal, filter pada fitur photo berkedip² saat hendak digunakan bikin susah aja udah di laporkan masalah bug belum dibenerin",5
Gabriela Kiran,"Di akun utama gak ada fitur terbaru, di akun lainnya baru ada fitur terbaru. Kadang akun lain itu selalu ke fitur lama, lalu setiap mau nonton reels selalu patah. Mau posting foto di postingan, yang awalnya landscape malah jadi kotak setengah. Jadinya ngulang, tapi tetap sama terus menerusss👹👹💔 WOI KAPAN UPDATE NYET? INI DI AKUN FIRST, MAU LIHAT SG ORANG MALAH GAK TERSEDIA. GILIRAN DI AKUN SECC, BARU KELIHATAN APA ISI SG NYA SAT‼️",1
Chusnul Chotimah,"Alhamdulillah , materi yang disampaikan sangat bagus, menambah pengetahuan, semoga bisa menerapkan pada anak didik kami. Materi dan contoh modul segera di share , terima kasih",5
Astri Marini,Aplikasi yg banyak fitur mudah digunakan dan bisa terhubung dengan semua orang maupun terhubung dengan idola lewat Instagram semoga kedepannya lebih banyak fitur dan lebih berkembang lagi aplikasi thanks for meta🙏,5
Jangan Kepo,Kalau ada bintang 0 pasti gua kasiu bintang 0 tiap mau upload reels selalu gagal dan lama. Belum lagi pesan yg selalu eror tolong lag kalau update tuh ditingkatin semua fiturnya apk kocak.,1
Pika Pikatcu,"Sorry instagram,, saya kecewa,, akun instagram saya selalu kena banded,, bikin lagi kena lagi. Akhirnya hilang permanen, tidak bisa diakses. Padahal saya tidak melanggar pedoman komunitas instagram,, sangat mengecewakan.. Tolong perbaiki sistemnya..",1
_Capricon_,"Tolong fitur arsip story jangan dihilangkan,‼️❗ karena dengan adanya fitur arsip story, kita dapat melihat lagi apa saja yang pernah kita bagikan kepada yang lain, terimakasih.",4
Rinda,"Apk sering ngelag, sering keluar sendiri tanpa sebab. Kalo ga mau di rating jelak perbaikan lagi bugnya. Segera mungkin",1
Fahmi Rizky,"bug di bagian profil musik, fitur tambahkan musik menghilang jadi saya tidak bisa menghapus musik yang sudah saya taro di bio profil, sedangkan di akun lain fitunya masih ada tetapi di akun pribadi saya fiturnya tidak ada",1
Kyoko Yamate,"Instagram nge bug, gak bisa buat story, gagal terus! Minimal kalau update yang benar jangan banyak bug 🙂",1
Fany salwa,"Setiap update selalu lemot/Ng bug,kalo GK gitu layarnya redup,terus kalo di buat foto² itu gambar nya telat/kayak layarnya tuh GK ngikutin kita gitu loh,jadi mohon di perbaiki yaaa...🙏🏻🙏🏻",3
Nurhikmah,"cara masuk di ig sekarang makin rumit, biar kata sandi benarpun juga sdh tdk berguna, harus lagi pake kode verifikasi, mana kodenya gak mau dikirim kirim lagi, jadinya gak bisa kuakses lagi akunku, kasian akunku dari tahun 2018 aku pake banyak isinya jadi hilang begitu saja, diminta dukungannya gak ada bantuan sama skali, gak kek aplikasi lain.",1
tyxndre4,"kecewa Instagram ngeselin ny minta ampun. pas masuk ngeleg terus. dan mau masuk aja Instagram nya langsung ngeleg update terus, tambah ngeleg tambah ga bagus Instagram skrng. tolong ,perbaiki lagi Instagram nya sngt kecewa ga kaya dulu skrng jd jelek bgt.",1
Ridho Basutod,"Terlalu banyak iklan di reels nya, setiap 2-4 vidio pasti muncul iklan nya, dulu jarang ada iklan padahal kok sekarang banyak banget, kecewa sama kelakuan kapitalis lu",2
hasanah unmul,"Saya punya masalah saat ganti thumbnail reel, tdk bisa pilih di frame dan jika pilih dri roll kamera hanya berfungsi sekali.",4
Faqih Haedar,"Akun igku tiba² ditangguhkan padahal tidak pernah posting aneh², mau dipulihkan tapi pas mau masukkan nomor ponsel terjadi error bahkan saya sudah coba 2 nomor tetap tidak bisa",1
Anak Baik,"Kasih bintang satu, karena katanya instagram mau hapus archive story Jujur punya instagram tu cuma mau bikin kenangan aja didalamnya biar foto dan video2 kenangan tidak hilang Tapi kalo fitur archive dihilangkan bagaimana??! Jujur kecewa banget Instagram mohon jangan hilangkan fitur archive, karena sebagian archive story ig emang udah ada yang hilang sedikit😔😔😭💔 Please kembalikan kenangan ku🥺😫",1
Sopi Sopiani,"pleasee lah instagram akun saya kena suspend😭, padahal saya tidak melakukan pelanggaran apapun. udh masukin email, tapi kode nya ga ke kirim"" ke email tsb mna bisa masuk.pliss di akun utama itu banyakk banget kenangan nyaa😭😭 tolongg perbaiki lagi knp bug mlu🙏. udh ruwet sma ig.",2
KEiYZA APRILLIA,"suka sama ig karna bisa buat vidio teruss bisa simpann ke galerii, sekarang kok gabisa lagi yaa padahal itu yg paling saya sukaa dari ig wahh kecewaa sih saya buat vidio kemaren eh gabisa di simpan ke geleri sama sekali, di update malah kacauu wkwk",1
Dandi Akbar,"Hedehh akun utama tiba-tiba di nonaktifkan, mau aj banding ga bisa, terus nyoba lewat help center malah ga ada pilihan untuk aju banding ny, pdahal ga ngapa""in tiba-tiba aj di nonaktifkan, gimana solusinyaa inii",1
Pengguna Google,"Tolong admin istagram akun saya ditangguhkan,atas nama:arfnbintang_,dan akun saya disuruh mengupload foto data pribadi saya,namun kenapa saya tidak bisa mengirim foto,tolong direspon sangat,setiap ingin mengirim,terjadi kesalahan,dan coba lagi nanti,tolong didengarkan,saya akan kasih rating 5 lagi jika saya dibantu",1
Alfrsss160,"Di Instagram Ada Hal Yang Bikin Saya Kecewa, Tolong Beri Fitur Untuk Bisa MengPrivat Pengikut/Yang Diikuti Diakun Instagram, Saya Ada Masalah Mengenai Hal Itu. Setelah Diperbaiki/DiUpdate Menambahkan Fitur Itu Saya Akan Beri Bintang 5.🙏🏻🙏🏻🙏🏻",1
Wilda Marcellina,"proses penyimpanan vidio / foto sangat lama dan tidak bisa tersimpan,,tolong di perbaiki ya ag nya/cerita karna nge bug ga bisa ngeliat story org",3
MARYUTIS,"Lebih Suka fitur ig yang lama, sekarang melihat following orang lain kenapa tidak berurutan lagi, biasanya yang baru saja diikutin akan terlihat di following, sekarang sudah acak.... Balikin lagi deh fitur lama",3
Raihan Nisfu,"Tidak Bisa menerima Kode Verifikasi pdhl e-mail yg saya pakai ini soalnya Akun tiba2 ditangguhkan entah ada apa, tolong saya Butuh buat kuliah! Dan arsipannya banyak kenangan. Tolong Kirimkan saya Kode verifikasi nya!! saya sudah tungguin di Gmail tapi tak kunjung muncull!!!! Sorry saya bintang 1 kan😡😡",1
Ziazia Lali,Enggak jelas udah 1 tahun gini gini aja Instagram ini akunya saya bolak balik di nonaktifkan buat lagi di nonaktifkan.. enggak jelas banget ya Instagram ini mending tutup aja udah kalau gini terus!!! Kesal saya lihatnya,1
RSX Singa,"Dari 2016 punya IG sampai sekarang, saya tidak pernah membuat ulasan karna selama itu baik baik saja tidak ada fitur² yg aneh selama saya menggunakan. Kalo ada pembaharuan saya update lagi menyesuaikan keinginan apk. Tapi untuk yg kali ini saya meminta kepada pihak IG tolong fitur arsip story jgn di hapus, karna arsip ini pilihan yg memudahkan mnyimpan kenangan selain di galeri HP. Gak kebayang klo benar dihapus, semua hal apapun hilang begitu saja. Saya kasih bintang 2 jika di hapus!",2
Mohamad Fajar,"Sdh baguss ,tapi yg sy sayangkan adalah mengapa akun sy kemarin di nonaktifkan oleh pihak Instagram???, padahal sy tidak pernah melakukan pelanggaran,atau apapun itu, sy merasa tidak pernah melakukan nya ,jadi kalau memang benar ada kesalahan pada sistem,harus segera di perbaiki, biar tidak terulang kembali kejadian yang sama.tapi ya sudahlah sy sdh ikhlas akun sy hilang 😊, terimakasih mungkin ini sja keluh kesah sy , Instagram memang tebaik, salah satu platform untuk sy sebagai seorang seniman",4
Nafilwa Nafilwa hafizah,"min jangan ada update terbaru tentang fitur archive ig yg dihapus. kalo ada saya bakal ajak semua orang untuk hapus Instagram. tujuan saya bikin story buat masukin kedalam arsip, kalau kangen bisa melihat secara langsung momen itu di arsipan. jika bener bakal di hapus fitur arsip dihapus, saya berdoa supaya tidak ada peminat ig. you understand min?",4
Arum Ningtiasih,Tidak muncul notifikasi. Fitur catatan di DM tidak muncul. Tiap refresh selalu ada notif tidak ada jaringan padahal jaringan aman.,2
Virnayani,"Aplikasi sangat bagus sangat membantu buat berkomunikasi dgn teman dan keluarga ,tapi instagran saya selalu kena pelanggaran padahal video reel saya ga terlalu sensitif.",5
CoArab,"ini gimana si, bikin ig baru ga bisa bisa. udah jadi ig barunya, login pun ga bisa, padahal sandinya dah bener. di hapus data, akun utama gua keluar, dan sekarang akun utama gua ga bisa login jg. padahal kata sandi dah bener dan yg muncul malah "" kata sandi salah"", login pake tautan email "" kesalahan teknis"" dan login di web dengan sandi yg sama bisa, solusinya apa ini?",1
andi putricahyaningsih,Kenapa setiap mau login selalu saja terhenti bukan sekali tapi berkali kali bahkan gak bisa masuk karena masalah itu doang..tolong dong perbaikin bug nya mau login saja susah bener,1
Raditya Setiasa,"fitur musik yang ada di bio di beberapa akun tidak muncul, lalu sering ada notifikasi tapi pas dibuka tidak ada apapun, dan tolong jangan hapus fitur arsip",3
Rachmad Kevin,"Teruntuk pihak instagram, Kenapa instagram akhir akhir ini jaringan nya selalu buruk/gak stabil? Saya buka apk selain instagram lancar jaringan, tolong donk perbaiki bug/jaringan instagram nya?",1
khalidah lid,"saya sudah kasih bintang 4, plissss ig jangan pernah hapus fitur archive story😭😭😭😭😭 terimakasih karna dengan adanya fitur itu saya dapat melihat kenangan yang lalu, sekali lagi mohon untuk tidak menghilangkan fitur arsip story, terimakasih",4
M Yusuf,"Aplikasinya kesering eror ,kdang ke unfol sndiri teman teman saya dan kadang liat status terbaru kadang tidak bisa,tolong di perbaiki lagi sistem aplikasinya",1
ALFIAN,Sebagai pemula sosial Instagram mohon kiranya admin pengurus ataupun pengelola Instagram Indonesia agar membantu dan mempromosihkan reel saya kepada pengguna di seluruh penjuru negara Republik Indonesia yang saya sangat banggakan🫰☺️☺️☺️,5
Prillydifana Safira Lapadengan,"ini kenapa akun instagram saya difitur FONT tidak terperbaharui? masih paki FONT yang model lama. padahal selalu di update terus, tapi kenapa fitur FONT nya tidak berubah ke FONT terbaru. tolong diperbaiki yah!",1
Muhammad Andika,"Saya sangat kecewa dengan algoritma ig padahal vidio saya sudah sangat menarik, kualitas pun sangat hd. Tapi kenapa masih viewers 2 hari di bawah 200 kenapa gak naik naik, saya kasih bintang 1 ya karena algoritma aneh ga jelas",1
ddewi putrii,"Jelek ih ig skrng. Arsip-arsip nya yg video udh gak bisa keputar sprti biasanya.. Padahal sengaja gak download video/foto di ig krna tdi nya membantu mengingat kenangan"" jaman baheula.",1
Dimaz Azhar,"Banyak bug, seperti arsip story tiba tiba gk bisa dibuka trrus tuh ada peringatan arsip akan hilang sama kalau mau bikin akun baru gk bisa",1
Hani 66,"bagian fitur arsipkan yang biasanya di titik 3 i story gaada, harap lebih diperhatikan soalnya saya mau bikin highlight tanpa spam story.",1
Amanda mayara tsany,hallo Instagram saya suka sma smua fitur anda tetapi untuk fitur terbaru anda saya kurang suka karna semua video yang saya upload jdi nge freeze semuanya karna semua kenangan tersimpan di sorotan di arsip kenangan kenangannya jadi kembalikan fitur yang seperti biasanya tolong ya Instagram ini untuk semuanya bukan hanya saya,5
Bang Jibon,"Tolonglah Instagram,, hilangkan spam iklan judol,, saya gak pernah ikut judol,, tiba tiba banyak spam judol,, tolonglah, ini sangat tidak nyaman setiap buka story, terima kasih",2
rubygummy,"Agak kecewa sama instagram bulan kemarin font untuk story instagram udah ke update jadi bagus dan keren, eh engga tau kenapa berubah kesetelan awal lagi padahal sering update aplikasi, diperbaiki lagi dong admin",3
dek hulu,"Tolong dong beri sedikit kebebasan untuk live, dan tolong jangan dikit dikit pelanggaran🤬 makin di update makin ketat aturan nya nanti lama lama gue hapus juga nanti kalau di persulit pengguna Instagram Semoga kembali seperti semula bebas dan leluasa menikmati reel favorit🙏",4
Yumi Z,Susahnya baca caption yg panjang. Mau scroll malah keganti profil lain. Kalo ketarik dikit udaah langsung keganti yang baru dan yg barusan dibaca ilang.,5
Mar Kar (Marvel Karuna),Saya memiliki beberapa masalah dimana beberap video menunjukkan warna video sperti di invert atau seperti ada garis garis dan titik pada video namun lauar saya tetap aman,3
Khairiyatul Jannah,"Bintang 1 karena Ig sekarang gk seru,yg di arsipan jangn di hapus dong banyak kenangan nya,sayang klo hilang padahl sengaja simpan di arsipan malah sekarang ada fitur baru arsipan hilang secara perlahan ,mna yg hilang video, video tu kn kangan pling seru klo di lihat"",jangn di hapus lh masalah nya kangan nya dari zaman smp🥺di simpan di gelri semuajadi nya memo pnuh, TOLONG DONG FOTO"" & VIDEO"" DIARSIPAN JANGAN DI HAPUS .... ................🥺😔🙏🙏",1
Lody Achmad,"Sebenarnya udh bagus ya seluruh fiturnya, dan masalahnya itu banyak iklan judi online, undian penipu, dan iklan investasi saham bodong yang oknumnya dari facebook. Saya sudah report iklannya namun tidak dihapus iklannya oleh pihak meta. Mencari uang dengan cara menipu itu haram dan dosa besar, TOLONG META SECARA CERDAS PILAH IKLAN DENGAN BAIK UNTUK DIPROMOSIKAN KE IG DAN FB!",1
lintang aurelya wahyu kinasih11,minta tolong pihak instagram kenapa di ig profil gak muncul musiknya sedangkan di akun lain masih muncul musiknya dan juga followers 394 ini kenapa di akun ig sendiri jadi 392 sama gak muncul musiknya 😤😤💔,1
Faidza Syahbuddin,"sekarang habis update selalu kalo mau follow orang yang akunnya publik itu pasti ga bisa, malah muncul ""permintaan tertunda"". tolong dong kalau habis update harusnya makin bagus bukan kayak gini, saya udah pencet ""beri tahu kami jika ada kesalahan"" berulang ulang kali. mohon di perbaiki ya",2
Sri Mahayanti,"Kacau deh kirain stlh kmrn di update bakal lebih bagus lg, eh malah muncul bbrp yg hrs diklik tp ujung""nya mlh gk bisa didownload, hilang tautannya juga, musik juga hilang...maaf aku uninstal lagi",1
Filsa anggraini Syafruddin,Instagram ini sangat bagus dan kita bisa pilih JJ atau filter yg mau di cari ya walaupun yg di ambil memori ny sangat banyak tapi kita jug bisa mengobrol dengan teman yg dii ikuti dan sebalik ny jug Instagram ini sangat berguna dan kita jug bisa menyimpan foto atau pin vidio kita jug bisa bikin story dan banyak orng bisa lihat aku beri reting bintang 5😋,5
Ndaa,"minta tolong untuk lebih di perbaiki lagi ya bug nya, kenapa di akun pertama fitur catatan dan musik nya hilang sedangkan diakun yang kedua tidak, oh ya dan juga kenapa banyak fitur yang tidak ada diakun yang pertama tapi diakun ke dua ada padahal sudah diupdate 🙏🏻",1
agustina Dewi,"Ini lagi eror apa gmna ya? Mau buat story pakai filter kameranya kedip kedip padhaal normal normal aja kamera aku. Udah aku restart, instal ulang juga tetep aja eror. Kenapa sih ini",3
Mrs.Kim127,"Secara keseluruhan bagus cuma ada beberapa yang ngebug, contoh mau ngepost story malah gk bisa dan muncul peringatan 'kesalahan' lol",4
Fibri Adna,"Kemarin akun saya tiba-tiba ditangguhkan. padahal saya tidak pernah melakukan hal-hal yang melanggar ketentuan dari instagram. Saya langsung bingung kok tiba-tiba seperti itu. setelah saya ajukan banding, sampai sekarang belum kembali akun saya. Saya khawatir kalau sampai dinonaktifkan permanen karena itu instagram sudah lama dan pastinya banyak kenangan didalamnya. Mohon untuk pihak instagram kalau mau menangguhkan akun setidaknya kasih tahu alasanya, biar kita tidak bingung seperti ini. Kecewa",1
